twsentiment,text
positive,"RT @RWSurferGirl: Thanks Fox News, you're raising @realDonaldTrump 's ratings. 🇺🇸 #GOPDebate  #GOPDebates"
negative,RT @RWSurferGirl: Why doesn't Chris Wallace ask the other politicans about their finances and where their money comes from? 🇺🇸 #GOPDebate  …
negative,RT @Lisa_Luerssen: The worst debate in the history of Republican debates!! Thank You Senator Ted Cruz for what time you had to debate! #GOP…
neutral,Obviously watching @TheDailyShow. There will be plenty other #GOPDebates to witness
negative,How many of these people's parents fled Cuba?! MY GOD it was great there! #GOPDebates
negative,RT @RWSurferGirl: Is it just me or does anyone else want to punch Chris Wallace in the face? #GOPDebate  #GOPDebates 🇺🇸
negative,"RT @monaeltahawy: Carson, Carson, Carson: dammit man! Say the words racism and white supremacy to that audience! #BlackLiveMatter #GOPDebat…"
negative,RT @RWSurferGirl: Fox News is obviously trying to influence the makeup of the Republican field. 🇺🇸  #GOPDebate  #GOPDebates
negative,RT @theyentareport: What? You want to know if any of the candidates hear strange voices in their head?  #mentalhealth #gopdebates http://t.…
negative,RT @monaeltahawy: Perhaps they'll talk about racism if they're asked if God told them #BlackLiveeMatter #GOPDebates
negative,RT @RWSurferGirl: I'm really really really pissed off at FOX News for what they did to @realDonaldTrump #GOPDebate  #GOPDebates 🇺🇸
positive,"Cruz, go and take down other EOs in previous administrations that were illegal! #GOPDebates"
negative,RT @RWSurferGirl: You would never know @realDonaldTrump  is the frontrunner from watching this debate. 🇺🇸 #GOPDebate  #GOPDebates
negative,RT @monaeltahawy: Perhaps they'll talk about racism if they're asked if God told them #BlackLiveeMatter #GOPDebates
neutral,Cruz will spend 1st day reversing Obama administration. Ha #GOPDebates
negative,#GOPDebates Which flag are you going to blame on the continual murders in Chicago and Baltimore? U.S. Cities with high murder rates are Dem.
negative,Like come on what about the separation of church and state you guys are killing me. Screw you Fox News. :/ #GOPDebates
positive,#GOPdebates Kasich deserves more airtime!
positive,RT @goldietaylor: Commercial break! #GOPDebates http://t.co/NdE2oeJLmH
negative,"RT @SaintGrimlock: Trump was thinking message from God, I haven't told these other guys anything....#GOPDebates"
negative,"RT @RWSurferGirl: It is very disappointing that Fox News is not conducting a ""Fair &amp; Balanced"" Debate. 🇺🇸 #GOPDebate  #GOPDebates"
negative,"RT @Just_JDreaming: Fox to Presidential Candidates: So lets all talk about God for a second.
 
Founding Fathers:
Jesus: 
#GOPDebates http:/…"
negative,RT @RWSurferGirl: After @GovChristie hugged Obama he doesn't deserve to be on the stage tonight. 🇺🇸 #GOPDebates  #GOPDebates
negative,How is everyone's ancestry relevant to how they will run the country? #GOPDebates
negative,"RT @Just_JDreaming: Fox to Presidential Candidates: So lets all talk about God for a second.
 
Founding Fathers:
Jesus: 
#GOPDebates http:/…"
negative,"RT @RWSurferGirl: Rubio and Bush are a threat to this country, 🇺🇸 #GOPDebate  #GOPDebates"
negative,Hoping #BlackLivesMatter rips #Carson apart for his comments. #GOPdebates
positive,#GOPDebates #ChrisChristie is no more conservative than Obama (whose hand he held while blaming GOP 4 Sandy!  http://t.co/gLubXG8WLV #pjnet
negative,RT @RWSurferGirl: Why doesn't Chris Wallace ask the other politicans about their finances and where their money comes from? 🇺🇸 #GOPDebate  …
neutral,RT @Wilberforce91: One of my favorite things about the #GOPDebates is how many of these candidates I've seen in person. Thanks @LibertyU &amp
negative,"RT @DrBHotchkins: They were lynching Black folks in ""Jesus Name"" so what's the relevance of the God question? #GOPDebates #FoxDebate #FOXNE…"
negative,RT @RWSurferGirl: Jeb Bush reminds me of elevator music. You hear it but you don't listen. 🇺🇸 #GOPDebate  #GOPDebates
neutral,Aight that's it @TheDailyShow Jon Stewart final ep time - laters #GOPDebates
negative,"Only thing that makes Rand Paul a different type of republican is the #hair 
#GOPDebates"
neutral,"RT @SaintGrimlock: Trump was thinking message from God, I haven't told these other guys anything....#GOPDebates"
negative,RT @RWSurferGirl: You would never know @realDonaldTrump  is the frontrunner from watching this debate. 🇺🇸 #GOPDebate  #GOPDebates
neutral,"""Read my lips! Tax. The. Pimps."" -Mike Huckabee #GOPDebates"
negative,"RT @SupermanHotMale: Dear fox news moderator, you forgot to say chinese hacking started under the Bush Admin... #GopDebates"
negative,RT @RWSurferGirl: Jeb Bush reminds me of elevator music. You hear it but you don't listen. 🇺🇸 #GOPDebate  #GOPDebates
negative,"RT @Just_JDreaming: Fox to Presidential Candidates: So lets all talk about God for a second.
 
Founding Fathers:
Jesus: 
#GOPDebates http:/…"
negative,"RT @Just_JDreaming: Fox to Presidential Candidates: So lets all talk about God for a second.
 
Founding Fathers:
Jesus: 
#GOPDebates http:/…"
negative,RT @monaeltahawy: Perhaps they'll talk about racism if they're asked if God told them #BlackLiveeMatter #GOPDebates
negative,RT @RWSurferGirl: Jeb Bush reminds me of elevator music. You hear it but you don't listen. 🇺🇸 #GOPDebate  #GOPDebates
positive,RT @Wilberforce91: One of my favorite things about the #GOPDebates is how many of these candidates I've seen in person. Thanks @LibertyU &amp
neutral,RT @RWSurferGirl: Fox is cherry picking the candidates. Jeb gets the softball questions. 🇺🇸 #GOPDebates  #GOPDebates
negative,Ok goodbye #GOPdebates time for #JonVoyage
negative,"RT @monaeltahawy: Carson, Carson, Carson: dammit man! Say the words racism and white supremacy to that audience! #BlackLiveMatter #GOPDebat…"
negative,And the #GOPDebates draw to a close with the same batshit self-assuredness of a cardboard sign on a highway offramp.
negative,RT @annleary: When did it become acceptable to have God be a topic in political debates in this country?  #GOPDebates #shameful
neutral,RT @Popehat: #GOPDebates Christie: you're putting America at risk with your fourth amendment talk
negative,Funny all of um had middle-class up bringing-save for u know who. #GOPDebates
positive,RT @Wilberforce91: One of my favorite things about the #GOPDebates is how many of these candidates I've seen in person. Thanks @LibertyU &amp
neutral,Disagree. Kasich I feel will be the headlines. #GOPDebates  https://t.co/wKBKczFlYw
negative,RT @IanGaryTweets: This is real life. These people are running for the most powerful office in the world. #GOPDebates http://t.co/LG74nHDeTw
negative,RT @monaeltahawy: Has any candidate received a word from God?! Presidential hopefuls?! This is America?! Christian Brotherhood of America #…
negative,With the amount of the 'G' word I'm seeing on my TL in regards to the #GOPDebates it's obvious the Evangelicals got 'em by the balls!!? 😊
negative,"RT @Just_JDreaming: Fox to Presidential Candidates: So lets all talk about God for a second.
 
Founding Fathers:
Jesus: 
#GOPDebates http:/…"
negative,Perhaps they'll talk about racism if they're asked if God told them #BlackLiveeMatter #GOPDebates
neutral,It's a wrestling match. #gopdebates
negative,These #GOPDebates 30 second last words are like the lamest freestyle raps ever.
negative,"OK, can we cull the herd after these two #GOPDebates? Can we tell Pataki, Carson, Walker, Cruz and Perry to go home?"
negative,@RandPaul is from Kentucky? Shouldn't he sound like #ColonelSanders? #MakesYouWonder #IsHeAnImpostor #GOPDebates
neutral,"Rubio: My family came from Cuba, so nobody else gets to share in that American dream from Cuba! #GOPDebates"
negative,"RT @RWSurferGirl: It is very disappointing that Fox News is not conducting a ""Fair &amp; Balanced"" Debate. 🇺🇸 #GOPDebate  #GOPDebates"
negative,This is real life. These people are running for the most powerful office in the world. #GOPDebates http://t.co/LG74nHDeTw
negative,You're parents were Illegal Marco! Can I call you Marco? #GOPDebates
negative,"I can't help but think Dr. Carson has been hoping his ""Gifted Hands"" can make a way for his flailing mouth. #GOPDebates"
negative,"RT @shea_man: This isn't the republican primary, it's So You Think You Can Govern.  A new reality show. #DebateWithBernie #GOPDebate #GOPDe…"
positive,Rubio is American Dream story. #GOPDebates
negative,Rand Paul: Im a different kind of Republican. Im the only one who's campaign staff were picked up by the FBI this week. #GOPdebates
negative,RT @ouleye_ndoye: Aaand the question about the racial divide goes to ... *drum roll* ... the only black man on stage. #GOPdebates #overit
positive,RT @Wilberforce91: One of my favorite things about the #GOPDebates is how many of these candidates I've seen in person. Thanks @LibertyU &amp
neutral,RT @rebecca_f: Does God have a super PAC? #GOPDebates
negative,"RT @RWSurferGirl: Rubio and Bush are a threat to this country, 🇺🇸 #GOPDebate  #GOPDebates"
negative,"So according to Rubio God has ""blessed"" Republicans with good candidates .but has NOT blessed the Democrats with one. WTF? #GOPDebates"
neutral,"I wish one candidate would say, ""I will not take a salary as President until the nation is out of debt."" #GOPDebate #GOPDebates #Leadership"
negative,"RT @monaeltahawy: Carson, Carson, Carson: dammit man! Say the words racism and white supremacy to that audience! #BlackLiveMatter #GOPDebat…"
negative,When did it become acceptable to have God be a topic in political debates in this country?  #GOPDebates #shameful
neutral,"Rand Paul should have gone with, 'I've got curly hair!' and dropped the mic. #GOPDebates"
negative,RT @RWSurferGirl: The candidates don't have to attack @realDonaldTrump Fox is doing it for them by stoping him from speaking. 🇺🇸 #GOPDebate…
neutral,RT @Wilberforce91: One of my favorite things about the #GOPDebates is how many of these candidates I've seen in person. Thanks @LibertyU &amp
neutral,RT @goldietaylor: Closing statements! #GOPDebates http://t.co/950Mi0Erjz
negative,#GOPDebates Not very impressed how the three Fox moderators handled that debate.
neutral,"RT @SupermanHotMale: Dear Senator Rubio, God has nothing to do with the Republican party... Get it right. #GopDebates"
neutral,"Rand Paul be like: ""me me me me me me me"" #GOPDebates"
negative,RT @goldietaylor: Closing statements! #GOPDebates http://t.co/950Mi0Erjz
negative,"Cruz: ""I receive the word of God everyday..."" 

God: ""Don't blame me for this guy. There are pills for those voices.""

#GOPdebates"
negative,RT @RWSurferGirl: Why doesn't Chris Wallace ask the other politicans about their finances and where their money comes from? 🇺🇸 #GOPDebate  …
negative,"RT @RWSurferGirl: It is very disappointing that Fox News is not conducting a ""Fair &amp; Balanced"" Debate. 🇺🇸 #GOPDebate  #GOPDebates"
negative,"Rand Paul, I'm a different kind of republican... yes, you are an sos pad dickhead. #Gopdebates"
negative,"RT @MzDivah67: From watching the #GOPDebates it seems to me like #BlackLivesDontMatter  Bashing PBO over his ""failed policies"" is more impo…"
negative,Christie's dad worked at ice-cream factory.  Now I see it. #GOPDebates
positive,"RT @SalMasekela: Ben Carson, solidifying the black vote. #GOPDebates"
negative,How embarrassing. The whole world is watching this and they must be asking what is going on. #GOPDebates #Republicandebaters #Bernie2016
negative,RT @jsn2007: They fixed the VA yet there are no mammogram machines at our only VA hospital. #gopdebates
negative,"""I don't know why the fuck I'm here""- Rand Paul #GOPDebates"
negative,"I thought maybe @LILBTHEBASEDGOD was going to show up #GOPdebates but no 
:( http://t.co/dRSoj9pN8z"
negative,"RT @NerdyNegress: #GOPdebates
This is No damn Christian revival. Cut it out."
negative,Paul is the devil.... #GOPDebates I'm scared if he wins.
negative,Christie's dad worked in an ice cream plant. That explains it. #GOPDebates
negative,#RandPaul is an embarrassment #GOPDebates
neutral,RT @goldietaylor: Closing statements! #GOPDebates http://t.co/950Mi0Erjz
neutral,Who is God? #GOPDebates #ClownCar2016
neutral,RT @goldietaylor: Closing statements! #GOPDebates http://t.co/950Mi0Erjz
negative,Right??? #Kasich #GOPDebates #HOmeRun  https://t.co/yvX1bJ7OFJ
positive,@RealBenCarson @jamiaw Best Statement of the night Dr Carson! Thank you 4 putting it n2 perspective 4 the ignorant n the world #GOPDebates
negative,RT @SupermanHotMale: Dr. Carson talking about race is like trump talking about money. #Wrong #GopDebates
positive,RT @Wilberforce91: One of my favorite things about the #GOPDebates is how many of these candidates I've seen in person. Thanks @LibertyU &amp
negative,RT @Wilberforce91: One of my favorite things about the #GOPDebates is how many of these candidates I've seen in person. Thanks @LibertyU &amp
negative,"RT @SupermanHotMale: Dear Ted Cruz, what do scriptures say about you lying about our very good President? That's what I thought #GopDebates"
neutral,RT @RWSurferGirl: Fox is cherry picking the candidates. Jeb gets the softball questions. 🇺🇸 #GOPDebates  #GOPDebates
negative,Nowwww @FoxNews decides to put names on the screen when they're speaking. #TooLate #AlreadyGoogled #GOPDebates
negative,RT @RWSurferGirl: .@GovChristie Just got his ass served to him by @RandPaul 🇺🇸 #GOPDebates  #GOPDebates
negative,Fix New Jersey first @ChrisChristie #GOPDebates
negative,"RT @monaeltahawy: Carson, Carson, Carson: dammit man! Say the words racism and white supremacy to that audience! #BlackLiveMatter #GOPDebat…"
